yy,mm,dd,hh,mm_2,wdir,wspd,gst,x9,wvht,x11,x12,dpd,x14,x15,apd,mwd,x18,x19,pres,x21,atmp,x23,wtmp,x25,dewp,x27,vis,x29,tide
2024,01,01,22,18,330,NA,2.6,99,99,99,99,999,1020.8,NA,14.1,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,00,18,290,NA,6.2,99,99,99,99,999,1021.5,NA,14.1,NA,14.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,01,18,290,NA,4.1,99,99,99,99,999,1021.6,NA,13.9,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,02,18,290,NA,4.1,99,99,99,99,999,1022,NA,14.1,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,03,18,290,NA,3.6,99,99,99,99,999,1022.4,NA,14.1,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,04,18,290,NA,3.6,99,99,99,99,999,1022.7,NA,14.2,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,05,18,310,NA,3.1,99,99,99,99,999,1023,NA,14,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,06,18,NA,10,NA,1.5,99,99,99,99,999,1023.1,NA,13.6,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,07,18,NA,NA,0,NA,0,99,99,99,99,999,1023.3,NA,13.2,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,02,08,18,260,NA,0.5,99,99,99,99,999,1023.3,NA,13.3,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,09,18,NA,NA,0,NA,0,99,99,99,99,999,1023.2,NA,13.2,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,02,10,18,NA,90,NA,4.1,99,99,99,99,999,1023.1,NA,12.5,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,11,18,NA,90,NA,6.7,99,99,99,99,999,1023,NA,11.8,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,12,18,NA,90,NA,6.7,99,99,99,99,999,1022.6,NA,11.6,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,13,18,100,NA,4.6,99,99,99,99,999,1022.9,NA,10.9,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,14,18,NA,30,NA,2.1,99,99,99,99,999,1023.7,NA,11.7,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,15,18,NA,50,NA,2.1,99,99,99,99,999,1023.8,NA,11.9,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,16,18,160,NA,2.1,99,99,99,99,999,1023.9,NA,12.8,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,17,18,NA,90,NA,4.1,99,99,99,99,999,1024.3,NA,12.2,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,18,18,120,NA,2.1,99,99,99,99,999,1024.8,NA,13,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,19,18,120,NA,2.6,99,99,99,99,999,1023.9,NA,13.2,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,20,18,170,NA,1.5,99,99,99,99,999,1023.1,NA,13.7,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,21,18,200,NA,4.6,99,99,99,99,999,1021.6,NA,14.3,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,22,18,200,NA,9.8,99,99,99,99,999,1020.9,NA,14.3,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,02,22,58,190,NA,9.8,99,99,99,99,999,1020.5,NA,14.3,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,00,18,180,12.4,99,99,99,99,999,1019.5,NA,14.3,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,02,28,180,12.9,99,99,99,99,999,1018.3,NA,12.9,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,03,18,240,NA,7.7,99,99,99,99,999,1019,NA,12.5,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,04,18,270,NA,7.2,99,99,99,99,999,1019.3,NA,11.9,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,05,18,270,NA,8.2,99,99,99,99,999,1020.1,NA,13.8,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,06,18,260,NA,8.8,99,99,99,99,999,1020,NA,13.4,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,07,18,270,NA,7.2,99,99,99,99,999,1020.5,NA,13,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,08,18,260,NA,7.2,99,99,99,99,999,1020,NA,13.3,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,09,18,290,NA,9.3,99,99,99,99,999,1019.8,NA,12.8,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,10,18,260,NA,8.2,99,99,99,99,999,1019.7,NA,13.3,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,11,18,250,NA,6.2,99,99,99,99,999,1020.7,NA,11.6,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,12,18,270,NA,3.1,99,99,99,99,999,1019.8,NA,12.2,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,13,18,210,NA,3.1,99,99,99,99,999,1019.7,NA,12.4,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,14,18,260,NA,1.5,99,99,99,99,999,1020.2,NA,12.6,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,15,18,NA,90,NA,5.7,99,99,99,99,999,1020.3,NA,12,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,16,18,100,NA,3.6,99,99,99,99,999,1021.8,NA,11,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,17,18,230,NA,1,99,99,99,99,999,1023,NA,11.8,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,18,18,280,NA,1.5,99,99,99,99,999,1023.5,NA,12,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,19,18,310,NA,2.1,99,99,99,99,999,1022.5,NA,12.2,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,20,18,290,NA,2.1,99,99,99,99,999,1021.9,NA,12.4,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,21,18,300,NA,9.8,99,99,99,99,999,1021.1,NA,13.5,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,22,18,300,10.8,99,99,99,99,999,1020.9,NA,13.4,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,03,22,58,300,NA,9.8,99,99,99,99,999,1021,NA,13.4,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,00,18,290,12.4,99,99,99,99,999,1021.7,NA,13.5,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,01,18,300,10.8,99,99,99,99,999,1022.3,NA,13.4,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,02,18,310,12.4,99,99,99,99,999,1022.9,NA,13.4,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,03,18,310,NA,9.3,99,99,99,99,999,1023.6,NA,13.4,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,04,18,320,NA,7.2,99,99,99,99,999,1024.2,NA,13.3,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,05,18,310,NA,6.7,99,99,99,99,999,1024.4,NA,13.2,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,06,18,310,10.8,99,99,99,99,999,1024.3,NA,13.1,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,07,18,320,NA,7.7,99,99,99,99,999,1024.7,NA,12.8,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,08,18,320,NA,9.8,99,99,99,99,999,1024.5,NA,12.8,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,09,18,320,NA,8.2,99,99,99,99,999,1024.5,NA,12.6,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,10,18,330,NA,8.2,99,99,99,99,999,1024.7,NA,12.4,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,11,18,360,NA,6.2,99,99,99,99,999,1024.9,NA,12.1,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,12,18,320,NA,5.7,99,99,99,99,999,1025.3,NA,12,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,13,18,310,NA,8.2,99,99,99,99,999,1025.3,NA,12.5,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,14,18,330,NA,7.2,99,99,99,99,999,1025.6,NA,12.3,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,15,18,340,NA,4.6,99,99,99,99,999,1026,NA,11.6,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,16,18,340,NA,5.7,99,99,99,99,999,1026.7,NA,12,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,17,18,NA,10,NA,5.1,99,99,99,99,999,1027.6,NA,12.3,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,19,18,320,NA,1,99,99,99,99,999,1027.5,NA,12.3,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,20,18,NA,30,NA,1.5,99,99,99,99,999,1026.7,NA,12.7,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,21,18,300,NA,0.5,99,99,99,99,999,1025.8,NA,13.3,NA,14.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,22,18,310,NA,5.7,99,99,99,99,999,1025,NA,13.7,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,04,23,18,300,NA,7.7,99,99,99,99,999,1024.8,NA,13.8,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,00,18,300,NA,9.8,99,99,99,99,999,1024.9,NA,13.8,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,01,18,300,NA,8.8,99,99,99,99,999,1024.7,NA,13.7,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,02,18,300,NA,8.8,99,99,99,99,999,1025.4,NA,13.8,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,03,18,290,NA,8.2,99,99,99,99,999,1025.3,NA,13.7,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,04,18,310,NA,6.2,99,99,99,99,999,1026.1,NA,13.6,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,05,18,340,NA,4.1,99,99,99,99,999,1025.9,NA,13.3,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,06,18,340,NA,2.6,99,99,99,99,999,1026.4,NA,13.2,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,07,18,NA,10,NA,2.1,99,99,99,99,999,1025.9,NA,12.8,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,08,08,NA,20,NA,2.1,99,99,99,99,999,1025.8,NA,12.7,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,08,58,NA,60,NA,3.1,99,99,99,99,999,1025.3,NA,12.7,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,09,58,NA,50,NA,2.6,99,99,99,99,999,1025.1,NA,12.4,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,10,58,NA,40,NA,2.1,99,99,99,99,999,1025.1,NA,12,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,11,58,NA,70,NA,3.1,99,99,99,99,999,1024.9,NA,11.8,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,12,58,NA,70,NA,2.6,99,99,99,99,999,1025.2,NA,11.9,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,13,58,100,NA,3.1,99,99,99,99,999,1025.2,NA,11.9,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,14,58,130,NA,2.1,99,99,99,99,999,1025.6,NA,12.2,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,15,58,NA,20,NA,2.1,99,99,99,99,999,1026.5,NA,12.6,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,16,58,NA,60,NA,1.5,99,99,99,99,999,1026.8,NA,12.2,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,17,58,NA,80,NA,3.1,99,99,99,99,999,1027.4,NA,11.7,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,18,58,110,NA,2.6,99,99,99,99,999,1027.1,NA,12.3,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,19,58,120,NA,1.5,99,99,99,99,999,1026.6,NA,13.2,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,05,21,18,NA,NA,0,NA,0,99,99,99,99,999,1025.1,NA,13.6,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,05,22,18,NA,NA,0,NA,0,99,99,99,99,999,1024.7,NA,14.2,NA,14.6,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,05,23,18,150,NA,1.5,99,99,99,99,999,1024.6,NA,14.2,NA,14.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,00,18,NA,50,NA,1.5,99,99,99,99,999,1024.5,NA,14.6,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,01,18,330,NA,7.7,99,99,99,99,999,1024.7,NA,15.6,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,02,18,290,NA,2.6,99,99,99,99,999,1024.9,NA,14.9,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,03,18,300,NA,5.1,99,99,99,99,999,1024.9,NA,14.3,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,04,18,320,NA,3.6,99,99,99,99,999,1025,NA,14.1,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,05,18,330,NA,2.6,99,99,99,99,999,1025.1,NA,14.1,NA,14.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,06,18,NA,50,NA,1.5,99,99,99,99,999,1024.7,NA,13.9,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,07,18,NA,90,NA,4.6,99,99,99,99,999,1024.9,NA,13.6,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,08,18,NA,80,NA,5.1,99,99,99,99,999,1024.3,NA,13.1,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,09,18,NA,70,NA,3.6,99,99,99,99,999,1023.5,NA,12.4,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,10,18,NA,60,NA,4.6,99,99,99,99,999,1023.8,NA,11.3,NA,14.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,11,18,NA,60,NA,6.7,99,99,99,99,999,1023.7,NA,11,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,12,18,NA,80,NA,4.1,99,99,99,99,999,1023.5,NA,10.3,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,13,18,NA,70,NA,6.7,99,99,99,99,999,1023.1,NA,10.4,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,14,18,NA,50,NA,5.1,99,99,99,99,999,1023.3,NA,NA,9.6,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,06,15,18,NA,60,NA,5.7,99,99,99,99,999,1023.1,NA,NA,9.4,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,06,16,18,NA,60,NA,7.7,99,99,99,99,999,1023.2,NA,NA,9.2,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,06,17,18,NA,70,NA,4.1,99,99,99,99,999,1023.6,NA,NA,9.4,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,06,18,18,NA,60,NA,4.1,99,99,99,99,999,1023.2,NA,NA,9.7,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,06,19,18,130,NA,1.5,99,99,99,99,999,1021.9,NA,10.8,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,20,18,210,NA,4.6,99,99,99,99,999,1020.4,NA,12.7,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,21,18,250,NA,7.2,99,99,99,99,999,1019.6,NA,13.3,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,22,18,260,NA,7.7,99,99,99,99,999,1018.8,NA,13.3,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,06,23,18,230,NA,8.2,99,99,99,99,999,1017.3,NA,13.1,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,00,18,280,10.8,99,99,99,99,999,1016.8,NA,13,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,01,18,290,NA,9.8,99,99,99,99,999,1016.9,NA,13.5,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,02,18,300,NA,9.8,99,99,99,99,999,1017.8,NA,12.7,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,03,18,300,NA,9.3,99,99,99,99,999,1017.6,NA,12.7,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,04,18,300,16.5,99,99,99,99,999,1017.3,NA,12.8,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,05,18,310,11.8,99,99,99,99,999,1017.5,NA,12.5,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,06,18,310,12.9,99,99,99,99,999,1017.7,NA,12.3,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,07,18,320,14.9,99,99,99,99,999,1018,NA,12,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,08,18,330,10.8,99,99,99,99,999,1018.4,NA,11.4,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,09,18,310,10.8,99,99,99,99,999,1018.1,NA,11.2,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,10,18,340,NA,8.2,99,99,99,99,999,1019,NA,10.8,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,11,18,340,NA,4.1,99,99,99,99,999,1018.9,NA,10.4,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,12,18,340,NA,5.1,99,99,99,99,999,1018.9,NA,10.2,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,13,18,340,NA,5.1,99,99,99,99,999,1018.9,NA,10.2,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,14,18,360,NA,3.6,99,99,99,99,999,1019.6,NA,NA,9.6,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,15,18,360,NA,5.1,99,99,99,99,999,1020.2,NA,NA,9.7,NA,14,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,16,18,350,NA,4.6,99,99,99,99,999,1020.7,NA,NA,9.7,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,17,18,350,NA,4.1,99,99,99,99,999,1021.4,NA,NA,9.7,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,18,18,NA,10,NA,3.1,99,99,99,99,999,1021.7,NA,10,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,19,18,NA,30,NA,2.1,99,99,99,99,999,1021.3,NA,NA,9.6,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,07,20,18,NA,NA,0,NA,0,99,99,99,99,999,1020.6,NA,10.7,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,01,07,21,18,300,NA,5.1,99,99,99,99,999,1019.9,NA,11.6,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,22,18,300,NA,8.8,99,99,99,99,999,1019.3,NA,11.8,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,07,22,58,300,NA,7.7,99,99,99,99,999,1019.4,NA,11.9,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,08,00,18,300,10.8,99,99,99,99,999,1019.8,NA,12,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,08,01,18,300,NA,9.8,99,99,99,99,999,1020.2,NA,12.1,NA,14.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,08,02,18,300,11.8,99,99,99,99,999,1021,NA,12.1,NA,14.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,08,03,18,310,NA,9.3,99,99,99,99,999,1021.4,NA,11.9,NA,14.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
